b'RT @LizzyyRaee: relapse. goon. send. serve. submit. obey. \n\nreally in the mood for a hot drain so approach or silent send. \n\nmethods in bio\xe2\x80\xa6',0,16,2021-10-03 21:41:37
b'RT @goddess_luna8: Best soles you\xe2\x80\x99ve ever seen\xe2\x80\xa6.\xf0\x9f\x91\x91\xf0\x9f\x96\xa4\n\nScrunched or smooth \xf0\x9f\xa5\xb5\n\n~ Findom Domme finsub findomaus cuck Footfetish soles toes dirty\xe2\x80\xa6',0,2,2021-10-03 21:37:43
"b""@ringo_twits @Az61953235 @dcstek @mancoolllllll @RemindMe_OfThis I've never checked, but thanks for the update. Option flow data is always useful, say there was an offering for $DATS or $CEI or any other stock usually there's a large suspicious block of puts. Insiders will always cash in on the downside were possible. I like to follow the flow""",2,0,2021-10-03 21:29:06
"b'RT @moondogtrades: $CEI \nExplosive move incoming will send us to 5+ either today or tomorrow \n\nthis is coiled, RSI and MACD reset\n\nSHORTS A\xe2\x80\xa6'",0,141,2021-10-03 21:16:44
b'@stocks2the Sofi diesnt allow PM or AH\xe2\x80\xa6 but I\xe2\x80\x99m hoping FAMI and CEI gain me 20%',2,0,2021-10-03 21:06:24
"b'@Eagleinvestor_ Catalyst and fundamentals always break charts bruh..\n\nYou can go from bullish patterns to instant bearish on bad news.\n\nOr bearish patterns to instant buish on release of news.\n\nEither or. $CEI has a bullish chart, over extended on the Macd high rsi on the daily, needs a cool off'",3,0,2021-10-03 20:56:29
"b'90% of my portfolio is equally divided between $CEI &amp; $DATS.  Maybe not conventional, but my conviction is that strong.  Call it beginners luck or just good intuition, but I bought in before the $DOGE &amp; $AMC run.  I know a good deal when I see one. #CEI #DATS #investing #stocks'",4,0,2021-10-03 20:27:31
b'Bottom line $FAMI is trading BELOW 1X Net Asset Value &amp; BELOW 1X Shareholder Equity Value\n\n$.35\n\nCompare to $CEI that trades at 28X Net Assets &amp; 75X Shareholder Equity. Or $ATER at 3.5X Assets &amp; 22X Shareholder Equity\n\n$PROG $PED $BBIG $AEZS $NAKD $PALT $GROM $GME $AMC $BABA $NIO https://t.co/W4M6ZFvYoe',5,0,2021-10-03 20:22:24
b'RT @Simp4MyFeet: Who wants to skype or zoom with Goddess? My dms are open\n\nFindom finD femdom zoom skype session footworship feetworship so\xe2\x80\xa6',0,1,2021-10-03 20:16:57
b'@gurgavin Plan is if $CEI hits 4+ again. Create Call sell for 6 dollars\xe2\x80\xa6because of high volatility\xe2\x80\xa6we May get 1.5-2 dollars as premium. 40000*2 or 1.5 will be 60000-80000. If it drops back to 3 either buy 25-30K stocks or do sell put for 3. We may get 1 dollar per stock as premium!',2,0,2021-10-03 20:07:01
"b'RT @GoddessNat_x: I want either a foot ignore session, a cei session or a forced intox session. Approach betas, your Goddess is ready to pl\xe2\x80\xa6'",0,16,2021-10-03 19:58:27
b'RT @iLLatry: I would hate to be Zack or LB because y\xe2\x80\x99all @ them every 2 mins. $CEI',0,1,2021-10-03 19:51:47
b'Baby? Or Brat? \n\xf0\x9f\x98\x88\xe2\x9c\xa8\xf0\x9f\x98\x87\nDm with your tribute ready to find out~\n\xf0\x9f\x8d\xadCBT\n\xf0\x9f\x8d\xadSPH\n\xf0\x9f\x8d\xadJOI\n\xf0\x9f\x8d\xadCEI\n\xf0\x9f\x8d\xadSissy/pet training \n\xf0\x9f\x8d\xadSnapchat sessions\n\xf0\x9f\x8d\xadBody Worship\n\xf0\x9f\x8d\xadFoot Fetish \n\xf0\x9f\x8d\xadFemdom\n\xf0\x9f\x8d\xadDegradation \n\xf0\x9f\x8d\xadHumiliation\n\xf0\x9f\x8d\xadBlackmail/Exposure \n\nfindom femdomme paypig drain gfe slave cuck https://t.co/AEslMLsoXP',2,0,2021-10-03 19:46:03
"b""I can't tell if that was pizza sauce or blood I licked off my finger just now. I've been doing this too long. \xf0\x9f\xa4\xa4\xf0\x9f\x98\x82\nFindom paypig masochist cuck CEI JOI spit fetish foot worship body worship cash pig cash drain wallet rinse""",2,1,2021-10-03 19:42:56
b'DM for sessions on Skype or kik \n\nGirlfriend Experience \nHumiliation/Exposure\nCuckolding\nCBT\nJOI\nSPH\nCEI\nDick Rates\nDebt contract \nRinses &amp; Drains\nBl-ckmail\nForced Bi/Intox',1,0,2021-10-03 19:37:08
b'RT @LewdLollipop: Baby? Or Brat? \n\xf0\x9f\x98\x88\xe2\x9c\xa8\xf0\x9f\x98\x87\nDm with your tribute ready to find out~\n\xf0\x9f\x8d\xadCBT\n\xf0\x9f\x8d\xadSPH\n\xf0\x9f\x8d\xadJOI\n\xf0\x9f\x8d\xadCEI\n\xf0\x9f\x8d\xadSissy/pet training \n\xf0\x9f\x8d\xadSnapchat sessions\n\xf0\x9f\x8d\xad\xe2\x80\xa6',0,1,2021-10-03 19:28:27
"b""@MrZackMorris quick question. I'm all in on WISH at $6.43. Would you sell some and get back in on CEI or just ride WISH to $69?""",0,0,2021-10-03 19:23:06
b'@glockied There\xe2\x80\x99s no options for CEI or is there',0,0,2021-10-03 19:19:30
b'Baby? Or Brat? \n\xf0\x9f\x98\x88\xe2\x9c\xa8\xf0\x9f\x98\x87\nDm with your tribute ready to find out~\n\xf0\x9f\x8d\xadCBT\n\xf0\x9f\x8d\xadSPH\n\xf0\x9f\x8d\xadJOI\n\xf0\x9f\x8d\xadCEI\n\xf0\x9f\x8d\xadSissy/pet training \n\xf0\x9f\x8d\xadSnapchat sessions\n\xf0\x9f\x8d\xadBody Worship\n\xf0\x9f\x8d\xadFoot Fetish \n\xf0\x9f\x8d\xadFemdom\n\xf0\x9f\x8d\xadDegradation \n\xf0\x9f\x8d\xadHumiliation\n\xf0\x9f\x8d\xadBlackmail/Exposure \n\nfindom femdomme paypig drain gfe slave cuck https://t.co/qOpRiEsqRE',2,1,2021-10-03 19:18:39
b'Any Doms or Goddesses doing video response tasks? \n\nI have very few limits and the house to myself \xf0\x9f\x91\x80\n\nFindom femdom cei cbt messy joi sissy training sissyfication teamviewer feet foot spit fetish paypig send cashapp cashmeets horny weak sub humiliation',5,0,2021-10-03 18:59:04
b'RT @silhouetteii: study leaders and former leaders on price and volume.\n\nstudy \xe2\x80\x98spike downs\xd7\xb3 or dips\ncheck now DATS CEI CRVS BCTX PALT\n\nask\xe2\x80\xa6',0,1,2021-10-03 18:53:12
"b'RT @likeagirlfrnd: which unholy handfuckers am i humiliating, teasing, manipulating, draining and/or giving a purpose today?\xf0\x9f\xa5\xb0\n\nfindom femdo\xe2\x80\xa6'",0,4,2021-10-03 18:52:52
b'I would hate to be Zack or LB because y\xe2\x80\x99all @ them every 2 mins. $CEI',0,1,2021-10-03 18:51:34
b'study leaders and former leaders on price and volume.\n\nstudy \xe2\x80\x98spike downs\xd7\xb3 or dips\ncheck now DATS CEI CRVS BCTX PALT\n\nask yourself how tf did i not buy that?\nwhat tf more do you need seriously https://t.co/79Ml9NqQje',5,1,2021-10-03 18:46:41
b'UK based Dommes and Goddesses that sell ANY &amp; ALL used items\n\nDirtier and more imaginative the better \xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\xf0\x9f\x98\x88\nPlease DM me or comment below \n\nPaypig femdom findom cei joi cbt sissyfication sissy training used socks panties spit feet fetish ukdom send cashmeets',0,0,2021-10-03 18:43:33
b'I want to bully cucks in a humiliation session on Skype or FaceTime. DM me now.\n\nfindom finD findomme femdom paypig paypiggy finsub cashcow humanatm sph kiksession skypesession footfetish walletdrain cei joi cbt pindick goddess domme exposure humiliation  simp goon',3,0,2021-10-03 18:39:12
"b'RT @BigBreakingNow: @WishMorris $CEI Last week selling was overdone, structure is good or remain good till stock is above $2.05, follow lev\xe2\x80\xa6'",0,1,2021-10-03 18:30:38
b'Can\xe2\x80\x99t see our planet being in good shape without capturing all or most of the carbon. $CEI',1,1,2021-10-03 18:28:00
"b'you cucks are so pathetic, sending because you can\xe2\x80\x99t get any pussy, free attention or acknowledgment ha. \n\nbeta loser whalesub humanATM walletdrain sph joi cei cuckold'",75,0,2021-10-03 18:26:53
"b""RT @Crossfittrades: This coming week's \xf0\x9f\xa7\x80 list.  $CEI, $FAMI, $TMC, $BRYYF, $TONR, $NOUV have most of my attention for making some financial\xe2\x80\xa6""",0,1,2021-10-03 18:16:57
"b""@LadeBackk @ChitownPathMD So is your chart saying cei will rise Monday or will continue it's dip? I am all in already. Need to rebound on Monday.""",0,0,2021-10-03 18:11:04
b'Spin games after tribute or RT games with a $40 down. \n\xf0\x9f\x90\x96\xf0\x9f\x90\x96\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x90\x96\xf0\x9f\x90\x96\xf0\x9f\x90\x96\xf0\x9f\x90\x96\nCash drain \nPaypig \nWallet rinse \nCash pig \nCuck \nCEI \nJOI \nSPH \nSpit fetish \nBody worship \nhttps://t.co/Dyna6f8ce5',0,0,2021-10-03 18:05:07
b'\xf0\x9f\x9a\xa8Weeks Watchlist \xf0\x9f\x9a\xa8\n1. $CEI careful playing this. RSI reset and golden cross \xf0\x9f\x92\xb8\n2. $ATKR must buy\xf0\x9f\xa4\x9d\n3. $WISH RSI oversold. Wait for a Green Day or two first. \xf0\x9f\xa9\xb8\n4. $DKNG uptrend continuation \xf0\x9f\xa4\x91\n5. $PENN MACD bout to cross (12 crossing 26)\xf0\x9f\x93\x88',6,0,2021-10-03 18:02:50
"b'@WishMorris $CEI Last week selling was overdone, structure is good or remain good till stock is above $2.05, follow levels.'",3,1,2021-10-03 17:45:00
b'@LadeBackk The same people who full ported into BBIG at 12 or WISH at 11 are asking what risk management is as they full port into CEI today at 4.6',2,0,2021-09-29 23:58:59
b'Bottom is CEI which I haven\xe2\x80\x99t swung and just held onto for like 2 or 3 days so far.. Small cap is where it\xe2\x80\x99s at\xe2\x80\xa6 \xf0\x9f\x98\xae',1,0,2021-09-29 23:58:53
b'$CEI If your selling... You must be stupid or somethin...',1,0,2021-09-29 23:57:56
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:55:42
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:53:42
"b'RT @yatesinvesting: Tbh I didn\xe2\x80\x99t see the fake or on $cei till now, but I\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. That\xe2\x80\x99s BS'",0,20,2021-09-29 23:52:55
"b""Guarantee you I'll have a better night sleep knowing I'm still holding rather than shorting or selling $CEI""",1,0,2021-09-29 23:52:06
"b""@optimpm Hate to get involved but FYI SSR restricts short-sales on a stock that has declined in price by 10 percent or more from the previous day's close. It finished green today. DATS is SSR but not CEI""",11,0,2021-09-29 23:51:32
"b""Can we just stop for a minute and admire the beauty of 18M shares being sold and the amazingly swift rebound. \n\nIt's like out of a movie or something \xf0\x9f\x98\x82\n\n$CEI https://t.co/EZNsks5e8Y""",2,0,2021-09-29 23:51:20
"b'$cei When $ is raised they have to do so through an S1 or S3 filing, similar to 10K the SEC then reviews it you don\xe2\x80\x99t wake up one morning to a company raising a massive amount of money out of nowhere. You Gotta know the rules if you\xe2\x80\x99re playing the game. @MrZackMorris @LadeBackk'",1,0,2021-09-29 23:50:23
b'RT @Princessxxmimi: Still online and available for kik and Skype sessions now.\n\nWorship me while I humiliate and tease you losers.\n\nTribute\xe2\x80\xa6',0,1,2021-09-29 23:49:38
b'RT @JonathonSnow7: Next time before you get your market information from some guy named shortnutz69 or anyone else on Twitter. Do yourself\xe2\x80\xa6',0,1,2021-09-29 23:48:39
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:45:19
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:44:02
b'Next time before you get your market information from some guy named shortnutz69 or anyone else on Twitter. Do yourself a favor and look at Edgar SEC website. $CEI @MrZackMorris @LadeBackk',3,1,2021-09-29 23:42:41
b'Hey Any latina white ebony asian or russian women willing 2 sell me there worn stinky socks and content and sessions i am 24 years old and in oregon i have money findom cuckold loser pig paypig paypiggy sugardaddy finsub finsubs fincuck pov cei sph walletslave humanatm cuck wimps',5,0,2021-09-29 23:41:37
"b'Soooooo excited for tomorrow, i honestly think 5$ will be achieved by the end of tomorrow or this week!!! $CEI #StockMarket #CEI #CamberEnergy'",3,1,2021-09-29 23:41:04
"b'Listen listen I love all penny\xe2\x80\x99s on BB right now but $nakd float is just to big $cei is already 4 and $FAMI just got that look \xf0\x9f\x91\x80 that float that hype that high bruh \xf0\x9f\x8d\x84 if it keeps adding one or two more fundamentals, could 5X pretty fast. Right now momo is starting everywhere.'",1,0,2021-09-29 23:40:07
"b'Im not selling discord, trade alerts or nothing! What I tweet is what\xe2\x80\x99s on my mind &amp; what I\xe2\x80\x99m doing with my \xf0\x9f\x92\xb0. If you think I don\xe2\x80\x99t know shit \xf0\x9f\x98\x8e block me &amp; keep it moving! Y\xe2\x80\x99all acting like hoes telling me what you think about me \xf0\x9f\x99\x84I don\xe2\x80\x99t know non of you muthafuckas! $cei $bbig'",9,0,2021-09-29 23:38:22
b'reply pls: is $CEI done for or is there more to come?\n\n#CEI #stocks',0,0,2021-09-29 23:38:21
b'RT @modern_rock: $CEI so is he \xe2\x80\x9cnaked\xe2\x80\x9d shorts or longs who chased high and now adding more? \xf0\x9f\x98\x82\n\nAnswer is BOTH! First the early stubborn sho\xe2\x80\xa6',0,2,2021-09-29 23:37:23
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:36:29
b'RT @JamesDoris19: Last week I mentioned I would provide a brief update this week on the status of accounting-related items at CEI. The brie\xe2\x80\xa6',0,124,2021-09-29 23:34:43
b'Sushi or Steak in honor of $CEI',1,0,2021-09-29 23:32:26
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:31:35
"b'$CEI so is he \xe2\x80\x9cnaked\xe2\x80\x9d shorts or longs who chased high and now adding more? \xf0\x9f\x98\x82\n\nAnswer is BOTH! First the early stubborn shorts get destroyed, then the ones who chased highs get killed\xe2\x80\xa6\n\n#tradingIdEasy https://t.co/O4nEIGPdTi'",19,2,2021-09-29 23:24:26
"b'@AlexCutler247 Is your purpose to help others, or just self gratification? Show us why it\xe2\x80\x99s heading toward $1 \xe2\x80\x9csoon\xe2\x80\x9d $CEI @MrZackMorris'",0,0,2021-09-29 23:24:17
b'@Cocochaneladair Please tell me you got in on or are gonna get in on $CEI $VKIN $FAMI $MKD $METX \xf0\x9f\x8d\xbb\xf0\x9f\x9a\x80\xf0\x9f\xa4\x99\xf0\x9f\x8f\xbc',1,0,2021-09-29 23:20:08
"b'@f1teamboss Lolololol shorting $CEI, you had about a hot potatoes chance of getting it right today or any day in the past 2 weeks, to pull any profit out of the cookie jar, ALL the money has been made sitting LONG \xf0\x9f\xaa\x91 \xf0\x9f\x8f\xa6'",1,0,2021-09-29 23:17:05
"b'Shorting, in theory and in practice, is not \xe2\x80\x9cbad\xe2\x80\x9d or \xe2\x80\x9cevil\xe2\x80\x9d, but when you\xe2\x80\x99ve got groups of people creating fake offerings to try to nuke a stock, it\xe2\x80\x99s no wonder the majority is against them \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f and now CEI is up 20% AH lol https://t.co/xJzq19YE0N'",0,0,2021-09-29 23:14:48
"b'RT @yatesinvesting: Tbh I didn\xe2\x80\x99t see the fake or on $cei till now, but I\xe2\x80\x99m cheering for you guys to absolutely destroy shorts. That\xe2\x80\x99s BS'",0,20,2021-09-29 23:11:41
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:10:06
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:05:48
b'$CEI running to $7 a $8 Buy now or regret not making money #stocks #chamberenergy #ShortSqueeze',0,0,2021-09-29 23:05:17
"b""What's better. Taking the wifey on a romantic date night or... Locking yourself in the bathroom and spending your monthly paycheque to a CEI session with me""",14,3,2021-09-29 23:04:43
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:04:37
"b'@madaznfootballr And just like that CEI back over 4$ AH. Unreal, should still be in play either to the long or short side tomorrow.  @madaznfootballr'",1,0,2021-09-29 23:02:26
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 23:01:37
"b'You cant break me, you cant out work me, you cant stop me. I may not be the best, the smartest, or the richest here, but I am a winner and always will be. \n\nIts my turn to be great.\n\nI wish for all of you to be successful. Good luck! \n\n$PBYA $DPLS $CEI $NAKD'",9,0,2021-09-29 23:00:17
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 22:58:32
b'RT @MrJasonAdair: Pt by 10/15 update \n$dats \xe2\x9c\x85 15+\n$cei \xe2\x9c\x85 5+ 4.85 I\xe2\x80\x99ll round up\n$rgs 5+\n$bbig 12+\n\nIt\xe2\x80\x99ll happen. On or before. 2-4 https://t\xe2\x80\xa6',0,2,2021-09-29 22:57:48
b'JOI and humiliation sessions on Skype or FaceTime available now\n\nfindom finD findomme femdom paypig paypiggy finsub cashcow humanatm sph kiksession skypesession footbitch footfetish walletdrain cei joi cbt pindick goddess domme humiliation blackmail tribute drain simp goon',1,0,2021-09-29 22:56:42
b'$CEI back over $4\n\n$DATS add now or chase later',9,0,2021-09-29 22:56:06
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 22:55:33
b'@LadeBackk Got damn right!!   Almost back over $4.00 on nearly a billion shares today - with false memos circulating.  CEO update on or from Holyoke within 48 hours.  $CEI and @LadeBackk are both the real fucking deal!!   @jimcramer @andrewrsorkin @JamesDoris19 @MoonMarket_ @MrZackMorris',0,0,2021-09-29 22:52:20
b'RT @BMoeKnows: After seeing this fake offering BS posted on $CEI EVERY FUCKING BODY should be lining up to fry these shorts!! I swear if I\xe2\x80\xa6',0,188,2021-09-29 22:50:40
"b""Trying to avoid these crappers and was still early on this. Small size these days to correct mistakes working on building @tradezero account and back to basics. $120 or so bucks but i'll take it. $NCNA. $CEI deffo one for tomorrow hope to catch u guys on live stream. https://t.co/NaJYKVIj69""",13,0,2021-09-29 22:48:20
